category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
2,Monterrey,(52)(81) 8345 1984,Sheraton Ambassador Hotel,Mexico,,Ave. Hidalgo 310 Oriente,sheraton,(52)(81) 8380 7000,Nuevo Leon,64000,"25.684956,-100.3097463",2010-09-23T05:31:55,"[u'8', u'8d', u'8d6', u'8d60', u'8d60c', u'8d60c4', u'8d60c46', u'8d60c46f', u'8d60c46f8', u'8d60c46f86', u'8d60c46f86c', u'8d60c46f86ce', u'8d60c46f86ce7']",http://www.starwoodhotels.com/pub/media/303/she303ex.90886_tn.jpg,303
4,Davos-Dorf,(41)(81) 417 9445,ArabellaSheraton Hotel Seehof,Switzerland,,Promenade 159,sheraton,(41)(81) 417 9444,,7260,"46.8091152,9.8392012",2010-09-24T09:36:35,"[u'e', u'e0', u'e01', u'e01c', u'e01cd', u'e01cd7', u'e01cd75', u'e01cd75d', u'e01cd75d8', u'e01cd75d8c', u'e01cd75d8cf', u'e01cd75d8cf2', u'e01cd75d8cf2a']",http://www.starwoodhotels.com/pub/media/1250/eu1250ex2_tn.jpg,1250
2,Jacksonville,(904) 564-4773,Sheraton Jacksonville Hotel,United States,,10605 Deerwood Park Boulevard,sheraton,(904) 564-4772,Florida,32256,"30.248167,-81.538062",2010-09-23T11:29:22,"[u'9', u'98', u'989', u'989e', u'989e0', u'989e00', u'989e003', u'989e0032', u'989e00321', u'989e003215', u'989e0032152', u'989e00321526', u'989e00321526d']",http://www.starwoodhotels.com/pub/media/1582/she1582ex.65675_tn.jpg,1582
4,Cairo,(20)(2) 33364601,"Sheraton Cairo Hotel, Towers and Casino",Egypt,P. O. Box 11,Galae Square,sheraton,(20)(2) 33369800,,,"30.0402151,31.2197654",2010-09-23T11:04:54,"[u'c', u'c9', u'c99', u'c99c', u'c99c8', u'c99c8f', u'c99c8f8', u'c99c8f87', u'c99c8f873', u'c99c8f8734', u'c99c8f8734a', u'c99c8f8734ac', u'c99c8f8734ace']",http://www.starwoodhotels.com/pub/media/386/aime386ex1_tn.jpg,386
3,Toronto,(416) 444-9597,"The Westin Prince, Toronto",Canada,,900 York Mills Road,westin,(416) 444-2511,Ontario,M3B 3H2,"43.7559442,-79.348224",2010-09-24T09:40:36,"[u'9', u'9a', u'9ab', u'9abd', u'9abd4', u'9abd4b', u'9abd4b8', u'9abd4b8f', u'9abd4b8f0', u'9abd4b8f01', u'9abd4b8f01e', u'9abd4b8f01e2', u'9abd4b8f01e2c']",http://www.starwoodhotels.com/pub/media/1085/wes1085lo.78807_tn.jpg,1085
4,Pretoria,(27)(12) 429 9300,Sheraton Pretoria Hotel,South Africa,,643 corner of Church and Wessels Streets,sheraton,(27)(12) 429 9999,,0007,"-25.7447842,28.2120407",2010-09-22T15:29:35,"[u'6', u'63', u'639', u'639a', u'639a2', u'639a28', u'639a285', u'639a285d', u'639a285dd', u'639a285dd3', u'639a285dd3e', u'639a285dd3e0', u'639a285dd3e01']",http://www.starwoodhotels.com/pub/media/1136/she1136ex.52938_tn.jpg,1136
4,Minneapolis,(612) 746-4890,"Hotel Ivy, Minneapolis",United States,,201 South Eleventh Street,luxury,(612) 746-4600,Minnesota,55403,"44.9716092,-93.2726001",2010-09-24T09:44:37,"[u'8', u'8f', u'8ff', u'8ffb', u'8ffbe', u'8ffbee', u'8ffbee7', u'8ffbee72', u'8ffbee728', u'8ffbee728d', u'8ffbee728dd', u'8ffbee728dd3', u'8ffbee728dd3f']",http://www.starwoodhotels.com/pub/media/1721/lux1721ex.68783_tn.jpg,1721
4,La Jolla,(858) 453-5550,Sheraton La Jolla Hotel,United States,,3299 Holiday Court,sheraton,(858) 453-5500,California,92037,"32.870541,-117.231284",2010-09-23T14:54:12,"[u'8', u'8c', u'8cf', u'8cf8', u'8cf8c', u'8cf8ce', u'8cf8cea', u'8cf8ceae', u'8cf8ceaee', u'8cf8ceaee5', u'8cf8ceaee5a', u'8cf8ceaee5a4', u'8cf8ceaee5a42']",http://www.starwoodhotels.com/pub/media/1959/she1959ex.42272_tn.jpg,1959
2,Mississauga,(905) 564-9555,Four Points by Sheraton Toronto Airport West,Canada,,6090 Dixie Road,fourpoints,(905) 670-0050,Ontario,L5T 1A6,"43.6570162,-79.6499769",2010-09-24T06:19:17,"[u'9', u'9a', u'9ab', u'9abd', u'9abd1', u'9abd13', u'9abd137', u'9abd137a', u'9abd137a0', u'9abd137a04', u'9abd137a04c', u'9abd137a04c4', u'9abd137a04c4a']",http://www.starwoodhotels.com/pub/media/1473/fpt1473ex.33892_tn.jpg,1473
5,Bengaluru,(91)(80) 2211 9999,"ITC Royal Gardenia, Bengaluru",India,,"No 1, Residency Road  ",luxury,(91)(80) 2211 9898,Karnataka,560025,"12.9679371,77.6005681",2010-09-22T20:39:04,"[u'c', u'c7', u'c71', u'c71d', u'c71d2', u'c71d2e', u'c71d2e5', u'c71d2e56', u'c71d2e567', u'c71d2e567a', u'c71d2e567a8', u'c71d2e567a8a', u'c71d2e567a8a6']",http://www.starwoodhotels.com/pub/media/3526/lux3526lo.81767_tn.jpg,3526
6,Doha,(974) 4483 2323,Sheraton Doha Resort & Convention Hotel,Qatar,P.O. Box 6000,Al Corniche Street,sheraton,(974) 4485 4444,,,"25.3014454,51.5184257",2010-09-23T05:18:54,"[u'c', u'cc', u'cc1', u'cc1a', u'cc1ae', u'cc1aee', u'cc1aee8', u'cc1aee8e', u'cc1aee8ee', u'cc1aee8eee', u'cc1aee8eee9', u'cc1aee8eee92', u'cc1aee8eee92c']",http://www.starwoodhotels.com/pub/media/409/she409po.65606_tn.jpg,409
2,Chiang Mai,(66)(53) 253 667,Le Méridien Chiang Mai,Thailand,"Tambol Chang Klan, Amphur Muang",108 Chang Klan Road,lemeridien,(66)(53) 253 666,,50100,"18.7745029,98.9990277",2010-09-22T22:59:34,"[u'd', u'd2', u'd29', u'd29c', u'd29c9', u'd29c9e', u'd29c9e1', u'd29c9e1e', u'd29c9e1e8', u'd29c9e1e87', u'd29c9e1e876', u'd29c9e1e8769', u'd29c9e1e87698']",http://www.starwoodhotels.com/pub/media/1950/mer1950ex.80613_tn.jpg,1950
2,Salta,(54)(387) 432 3010,Sheraton Salta Hotel,Argentina,,Coronel Francisco de Uriondo 330,sheraton,(54)(387) 432 3000,Salta,A4406BKQ,"-24.78812,-65.39766",2010-09-22T15:49:39,"[u'3', u'33', u'33a', u'33a1', u'33a19', u'33a19f', u'33a19ff', u'33a19ffc', u'33a19ffce', u'33a19ffced', u'33a19ffcedc', u'33a19ffcedca', u'33a19ffcedcaa']",http://www.starwoodhotels.com/pub/media/1701/she1701gr.92099_tn.jpg,1701
7,Porto Cervo,(39)(0789) 930611,"Hotel Pitrizza, Costa Smeralda",Italy,,Costa Smeralda,luxury,(39)(0789) 930111,,07020,"40.866965,9.2632",2010-09-24T09:48:37,"[u'c', u'ca', u'ca9', u'ca9c', u'ca9c4', u'ca9c43', u'ca9c43b', u'ca9c43be', u'ca9c43be1', u'ca9c43be1b', u'ca9c43be1b2', u'ca9c43be1b22', u'ca9c43be1b221']",http://www.starwoodhotels.com/pub/media/66/lux66lo.63976_tn.jpg,66
5,Abu Dhabi,(971)(2) 6666291,"Sheraton Khalidiya Hotel, Abu Dhabi",United Arab Emirates,P.O. Box 6727,"Zayed the First Street, Khalidiya Area",sheraton,(971)(2) 6666220,,,"24.4666667,54.3666667",2010-09-23T03:10:35,"[u'c', u'cc', u'cc1', u'cc1c', u'cc1ce', u'cc1ce4', u'cc1ce4e', u'cc1ce4e1', u'cc1ce4e10', u'cc1ce4e104', u'cc1ce4e1049', u'cc1ce4e1049c', u'cc1ce4e1049c9']",http://www.starwoodhotels.com/pub/media/1322/she1322ex.50478_tn.jpg,1322
3,Munich,(49)(89) 92324449,Sheraton Munich Arabellapark Hotel,Germany,,ArabellaStrasse 5,sheraton,(49)(89) 92320,,81925,"48.15149,11.61823",2010-09-24T09:52:39,"[u'e', u'e0', u'e06', u'e060', u'e0603', u'e0603a', u'e0603a8', u'e0603a8f', u'e0603a8f2', u'e0603a8f28', u'e0603a8f28e', u'e0603a8f28e0', u'e0603a8f28e05']",http://www.starwoodhotels.com/pub/media/145/she145gr.8801_tn.jpg,145
3,Cerritos,(562) 403-2080,Sheraton Cerritos Hotel,United States,,12725 Center Court Drive,sheraton,(562) 809-1500,California,90703,"33.8695847,-118.0606052",2010-09-23T19:10:22,"[u'8', u'8e', u'8e5', u'8e50', u'8e500', u'8e5008', u'8e5008c', u'8e5008cf', u'8e5008cfc', u'8e5008cfc5', u'8e5008cfc5c', u'8e5008cfc5c9', u'8e5008cfc5c90']",http://www.starwoodhotels.com/pub/media/417/she417ex.59697_tn.jpg,417
4,Palo Alto,(650) 327-7362,Sheraton Palo Alto Hotel,United States,,625 El Camino Real,sheraton,(650) 328-2800,California,94301,"37.441139,-122.163559",2010-09-24T09:56:39,"[u'8', u'8e', u'8e6', u'8e63', u'8e630', u'8e630e', u'8e630ea', u'8e630eaa', u'8e630eaaf', u'8e630eaaf8', u'8e630eaaf87', u'8e630eaaf87b', u'8e630eaaf87b4']",http://www.starwoodhotels.com/pub/media/214/she214ex.51702_tn.jpg,214
3,Indianapolis,(317) 231-3928,The Westin Indianapolis,United States,,50 South Capitol Ave.,westin,(317) 262-8100,Indiana,46204,"39.7681746,-86.161704",2010-09-24T10:01:40,"[u'9', u'9a', u'9a8', u'9a84', u'9a84c', u'9a84c5', u'9a84c5e', u'9a84c5ee', u'9a84c5ee4', u'9a84c5ee4d', u'9a84c5ee4d7', u'9a84c5ee4d79', u'9a84c5ee4d79c']",http://www.starwoodhotels.com/pub/media/1033/wes1033ex.63175_tn.jpg,1033
6,Firenze,(39)(055) 210278,"The Westin Excelsior, Florence",Italy,,Piazza Ognissanti 3,westin,(39)(055) 27151,,50123,"43.7723959,11.2454588",2010-09-24T10:05:41,"[u'c', u'ca', u'cab', u'cabd', u'cabd7', u'cabd75', u'cabd755', u'cabd7557', u'cabd75570', u'cabd755704', u'cabd755704d', u'cabd755704da', u'cabd755704da1']",http://www.starwoodhotels.com/pub/media/43/wes43ex.83206_tn.jpg,43
4,Red Sea,(20)(65) 3545-885,Sheraton Soma Bay Resort,Egypt,Hurghada,P.O. BOX 71,sheraton,(20)(65) 3545-845,,,"19.4556063,35.2148469",2010-09-22T23:55:48,"[u'c', u'c3', u'c3c', u'c3cb', u'c3cb8', u'c3cb88', u'c3cb88c', u'c3cb88ce', u'c3cb88cec', u'c3cb88cec6', u'c3cb88cec64', u'c3cb88cec646', u'c3cb88cec646f']",http://www.starwoodhotels.com/pub/media/1127/aime1127ex10_tn.jpg,1127
4,Chandler,(602) 225-0300,Sheraton Wild Horse Pass Resort & Spa,United States,,5594 W Wild Horse Pass Blvd,sheraton,(602) 225-0100,Arizona,85226,"33.2660245,-111.9900226",2010-09-23T16:07:49,"[u'8', u'8d', u'8da', u'8daa', u'8daa3', u'8daa31', u'8daa31f', u'8daa31fa', u'8daa31faf', u'8daa31faf1', u'8daa31faf19', u'8daa31faf19c', u'8daa31faf19c4']",http://www.starwoodhotels.com/pub/media/1391/she1391ex.89534_tn.jpg,1391
4,Mendoza,(54)(261) 4415510,Sheraton Mendoza Hotel,Argentina,,Primitivo de la Reta 989,sheraton,(54)(261) 4415500,,5500,"-32.892255,-68.83814",2010-09-22T15:01:29,"[u'3', u'32', u'325', u'3257', u'32570', u'32570a', u'32570ad', u'32570ad0', u'32570ad03', u'32570ad034', u'32570ad0349', u'32570ad0349e', u'32570ad0349e8']",http://www.starwoodhotels.com/pub/media/1733/she1733ex.75432_tn.jpg,1733
4,Makkah,(966)(2) 5752001,Le Méridien Makkah,Saudi Arabia,Ajyad Area,King Abdulaziz Road,lemeridien,(966)(2) 5751111,,13700,"21.4216649,39.8327635",2010-09-23T01:20:15,"[u'c', u'c3', u'c3f', u'c3f8', u'c3f83', u'c3f83b', u'c3f83b2', u'c3f83b2f', u'c3f83b2f3', u'c3f83b2f39', u'c3f83b2f391', u'c3f83b2f391b', u'c3f83b2f391bb']",http://www.starwoodhotels.com/pub/media/1890/mer1890wn.48122_tn.jpg,1890
4,National Harbor,(301) 567-0888,The Westin Washington National Harbor,United States,,171 Waterfront Street,westin,(301) 567-3999,Maryland,20745,"38.7831568,-77.0173044",2010-09-24T10:09:41,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b0', u'9a6b0d', u'9a6b0dc', u'9a6b0dc5', u'9a6b0dc59', u'9a6b0dc594', u'9a6b0dc5947', u'9a6b0dc59471', u'9a6b0dc594711']",http://www.starwoodhotels.com/pub/media/3027/wes3027ex.63817_tn.jpg,3027
4,Istanbul,(90)(212) 5608155,Sheraton Istanbul Ataköy Hotel,Turkey,Ataköy ,Sahilyolu Cad.,sheraton,(90)(212) 4130600,,34158,"40.963819,28.842502",2010-09-24T10:13:42,"[u'c', u'cb', u'cb9', u'cb98', u'cb986', u'cb9860', u'cb98600', u'cb98600c', u'cb98600c6', u'cb98600c6b', u'cb98600c6bd', u'cb98600c6bd4', u'cb98600c6bd48']",http://www.starwoodhotels.com/pub/media/3281/she3281.67760_tn.jpg,3281
3,Norwood,(781) 551-3552,Four Points by Sheraton Norwood,United States,,1125 Boston Providence Turnpike,fourpoints,(781) 769-7900,Massachusetts,02062,"42.1842984,-71.1867329",2010-09-24T05:59:13,"[u'9', u'9a', u'9ad', u'9adb', u'9adbb', u'9adbbe', u'9adbbea', u'9adbbea8', u'9adbbea8f', u'9adbbea8f3', u'9adbbea8f36', u'9adbbea8f363', u'9adbbea8f363d']",http://www.starwoodhotels.com/pub/media/208/fpt208ex.49342_tn.jpg,208
5,Athens - Vouliagmeni,(30)(210) 8963281,The Westin Athens Astir Palace Beach Resort,Greece,16671 Vouliagmeni,40 Apollonos Street - Astir Palace Complex,westin,(30)(210) 8902000,,16671,"37.8127499,23.7781571",2010-09-24T10:17:43,"[u'c', u'cb', u'cb2', u'cb22', u'cb22f', u'cb22f4', u'cb22f46', u'cb22f46a', u'cb22f46a4', u'cb22f46a4e', u'cb22f46a4e5', u'cb22f46a4e5e', u'cb22f46a4e5e9']",http://www.starwoodhotels.com/pub/media/1983/wes1983ex.47114_tn.jpg,1983
5,Amsterdam,(31)(20) 6276753,"Hotel Pulitzer, Amsterdam",Netherlands,,Prinsengracht 315-331,luxury,(31)(20) 5235235,,1016 GZ,"52.3725814,4.8832151",2010-09-24T10:21:45,"[u'e', u'e0', u'e08', u'e08d', u'e08d3', u'e08d3f', u'e08d3fe', u'e08d3fe0', u'e08d3fe07', u'e08d3fe075', u'e08d3fe0753', u'e08d3fe0753c', u'e08d3fe0753c3']",http://www.starwoodhotels.com/pub/media/100/eu100ex10_tn.jpg,100
6,Elounda,(30)(2841) 089712,"Blue Palace Resort & Spa, Elounda",Greece,Island of Crete,P.O. Box 38,luxury,(30)(2841) 065500,,72053,"35.26211,25.722328",2010-09-23T23:04:58,"[u'c', u'cb', u'cb0', u'cb0c', u'cb0c1', u'cb0c18', u'cb0c186', u'cb0c186c', u'cb0c186cc', u'cb0c186cc1', u'cb0c186cc1c', u'cb0c186cc1cd', u'cb0c186cc1cdb']",http://www.starwoodhotels.com/pub/media/1487/lux1487ex.9089_tn.jpg,1487
5,Zurich,(41)(44) 2869445,Sheraton Zurich Neues Schloss Hotel,Switzerland,,Stockerstrasse 17,sheraton,(41)(44) 2869400,,8002,"47.3654896,8.5359179",2010-09-24T10:25:45,"[u'e', u'e0', u'e01', u'e01e', u'e01e2', u'e01e23', u'e01e23a', u'e01e23a3', u'e01e23a35', u'e01e23a35e', u'e01e23a35ee', u'e01e23a35eee', u'e01e23a35eeec']",http://www.starwoodhotels.com/pub/media/118/she118ex.84397_tn.jpg,118
5,Washington,(202) 293-0641,"The Fairfax at Embassy Row, Washington, D.C.",United States,,"2100 Massachusetts Avenue, N.W.",luxury,(202) 293-2100,District of Columbia,20008,"38.910642,-77.046674",2010-09-24T10:29:45,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b2', u'9a6b27', u'9a6b273', u'9a6b273c', u'9a6b273ca', u'9a6b273ca9', u'9a6b273ca9b', u'9a6b273ca9b8', u'9a6b273ca9b8c']",http://www.starwoodhotels.com/pub/media/245/lux245ex.90957_tn.jpg,245
2,Mississauga,(905) 821-1592,Four Points by Sheraton Mississauga Meadowvale,Canada,,2501 Argentia Road,fourpoints,(905) 858-2424,Ontario,L5N 4G8,"43.6010585,-79.7560048",2010-09-24T10:33:45,"[u'9', u'9a', u'9ab', u'9abd', u'9abd1', u'9abd10', u'9abd104', u'9abd1048', u'9abd1048d', u'9abd1048d9', u'9abd1048d9d', u'9abd1048d9d2', u'9abd1048d9d25']",http://www.starwoodhotels.com/pub/media/1748/fpt1748ex.86651_tn.jpg,1748
5,Rome,(39)(06) 4826205,"The Westin Excelsior, Rome",Italy,,Via Vittorio Veneto 125,westin,(39)(06) 47081,,00187,"41.7805024,12.4395886",2010-09-24T10:37:46,"[u'c', u'ca', u'cac', u'caca', u'caca7', u'caca79', u'caca79c', u'caca79ca', u'caca79cae', u'caca79cae2', u'caca79cae25', u'caca79cae256', u'caca79cae2565']",http://www.starwoodhotels.com/pub/media/70/eu70ex4_tn.jpg,70
3,Cochin,(91)(484) 2705750,Le Méridien Kochi,India,,Maradu,lemeridien,(91)(484) 2705777,Kerala,682304,"9.9396592,76.3260992",2010-09-22T20:02:58,"[u'c', u'c5', u'c5b', u'c5bc', u'c5bc1', u'c5bc18', u'c5bc181', u'c5bc181c', u'c5bc181ce', u'c5bc181ced', u'c5bc181cedd', u'c5bc181cedde', u'c5bc181cedde2']",http://www.starwoodhotels.com/pub/media/1827/mer1827wn.44908_tn.jpg,1827
3,Bangkok,(66)(2) 650 8500,"Plaza Athénée Bangkok, A Royal Méridien Hotel",Thailand,,Wireless Road,lemeridien,(66)(2) 650 8800,,,"13.7234186,100.4762319",2010-09-22T21:19:12,"[u'd', u'd2', u'd21', u'd21f', u'd21f9', u'd21f95', u'd21f952', u'd21f9525', u'd21f95258', u'd21f952584', u'd21f9525848', u'd21f9525848f', u'd21f9525848f7']",http://www.starwoodhotels.com/pub/media/1846/ap1846ex1_tn.jpg,1846
4,Porto Alegre,(55)(51) 2121 6010,Sheraton Porto Alegre Hotel,Brazil,Moinhos de Vento,Rua Olavo Barreto Viana 18,sheraton,(55)(51) 2121 6000,Rio Grande do Sul,90570-070,"-30.0244238,-51.2009557",2010-09-22T15:13:31,"[u'3', u'33', u'336', u'3367', u'33676', u'336761', u'336761b', u'336761b5', u'336761b52', u'336761b52e', u'336761b52e1', u'336761b52e14', u'336761b52e14e']",http://www.starwoodhotels.com/pub/media/1398/she1398ex.80036_tn.jpg,1398
1,Kota Kinabalu,(60) 8832 2223,Le Méridien Kota Kinabalu,Malaysia,Sinsuran,Jalan Tun Fuad Stephens,lemeridien,(60) 8832 2222,,88000,"5.986115,116.076308",2010-09-22T19:06:48,"[u'd', u'd1', u'd18', u'd184', u'd184c', u'd184c0', u'd184c04', u'd184c04f', u'd184c04f2', u'd184c04f2a', u'd184c04f2ad', u'd184c04f2ad8', u'd184c04f2ad82']",http://www.starwoodhotels.com/pub/media/1935/mer1935ex.70284_tn.jpg,1935
3,Zhubei City,(886)(3) 620 6100,"Sheraton Hsinchu Hotel, Taiwan",Taiwan,Guangming 6th Rd,"No. 265, Dong Sec. 1",sheraton,(886)(3) 620 6000,,302,"24.806243,120.968882",2010-09-23T04:14:39,"[u'd', u'd9', u'd91', u'd91e', u'd91e2', u'd91e20', u'd91e203', u'd91e203b', u'd91e203bc', u'd91e203bcd', u'd91e203bcdb', u'd91e203bcdb6', u'd91e203bcdb66']",http://www.starwoodhotels.com/pub/media/3116/she3116ex.75547_tn.jpg,3116
3,Denver,(303) 626-2543,Sheraton Denver Downtown Hotel,United States,,1550 Court Place,sheraton,(303) 893-3333,Colorado,80202,"39.589485,-104.879862",2010-09-24T10:41:48,"[u'8', u'8f', u'8f9', u'8f91', u'8f913', u'8f9134', u'8f9134e', u'8f9134ed', u'8f9134ed0', u'8f9134ed07', u'8f9134ed073', u'8f9134ed073a', u'8f9134ed073a2']",http://www.starwoodhotels.com/pub/media/3205/she3205ex.85533_tn.jpg,3205
4,Phuket,(66)(76) 340 479,Le Méridien Phuket Beach Resort,Thailand,Amphur Muang,"29 Soi Karon Nui, Tambon Karon",lemeridien,(66)(76) 370 100,,83100,"7.8391582,98.3033694",2010-09-22T19:22:49,"[u'd', u'd0', u'd09', u'd09b', u'd09b5', u'd09b5c', u'd09b5c3', u'd09b5c3d', u'd09b5c3d4', u'd09b5c3d49', u'd09b5c3d493', u'd09b5c3d4939', u'd09b5c3d49398']",http://www.starwoodhotels.com/pub/media/1848/mer1848lo.65076_tn.jpg,1848
5,San Diego,(619) 231-5779,W San Diego,United States,,421 West B Street,whotels,(619) 398-3100,California,92101,"32.727063,-117.19847",2010-09-23T13:54:03,"[u'8', u'8c', u'8cf', u'8cf8', u'8cf8c', u'8cf8c4', u'8cf8c4c', u'8cf8c4ca', u'8cf8c4cac', u'8cf8c4cac4', u'8cf8c4cac4e', u'8cf8c4cac4ef', u'8cf8c4cac4ef3']",http://www.starwoodhotels.com/pub/media/1433/who1433ex.19567_tn.jpg,1433
5,Zurich,(41)(44) 554 0001,Four Points By Sheraton Sihlcity - Zurich,Switzerland,,Kalandergasse 1,fourpoints,(41)(44) 554 0000,,8045,"47.3580262,8.5232679",2010-09-24T10:45:48,"[u'e', u'e0', u'e01', u'e01e', u'e01e2', u'e01e22', u'e01e22d', u'e01e22dd', u'e01e22ddc', u'e01e22ddc1', u'e01e22ddc17', u'e01e22ddc17b', u'e01e22ddc17ba']",http://www.starwoodhotels.com/pub/media/1782/fpt1782ex.49222_tn.jpg,1782
5,Panama City,(507) 297 3201,Le Méridien Panama,"Panama, Republic of",,Calle Uruguay & Balboa Avenue,lemeridien,(507) 297 3200,,,"8.9666,-79.53329",2010-09-22T19:38:53,"[u'9', u'90', u'90b', u'90b5', u'90b5b', u'90b5b5', u'90b5b50', u'90b5b501', u'90b5b5019', u'90b5b5019c', u'90b5b5019c4', u'90b5b5019c4a', u'90b5b5019c4a8']",http://www.starwoodhotels.com/pub/media/3259/mer3259ex.82732_tn.jpg,3259
6,Venice,(39)(041) 5200942,"Hotel Gritti Palace, Venice",Italy,,Campo Santa Maria del Giglio,luxury,(39)(041) 794611,,30124,"45.4324408,12.3328105",2010-09-24T10:49:49,"[u'e', u'e0', u'e04', u'e040', u'e040d', u'e040d2', u'e040d2b', u'e040d2b3', u'e040d2b32', u'e040d2b32b', u'e040d2b32b5', u'e040d2b32b5c', u'e040d2b32b5c6']",http://www.starwoodhotels.com/pub/media/73/lux73ex.12175_tn.jpg,73
2,Alexandria,(20)(3) 5401331,Sheraton Montazah Hotel,Egypt,,Corniche Road,sheraton,(20)(3) 5480550,,,"31.2135,29.9443",2010-09-23T12:29:47,"[u'c', u'c9', u'c9b', u'c9b1', u'c9b13', u'c9b138', u'c9b1386', u'c9b13865', u'c9b138652', u'c9b138652f', u'c9b138652fa', u'c9b138652fa3', u'c9b138652fa34']",http://www.starwoodhotels.com/pub/media/438/she438lo.73562_tn.jpg,438
5,Honolulu,(808) 931-8883,Sheraton Waikiki,United States,,2255 Kalakaua Avenue,sheraton,(808) 922-4422,Hawaii,96815,"21.278098,-157.829579",2010-09-23T01:12:14,"[u'8', u'82', u'82f', u'82fd', u'82fd7', u'82fd70', u'82fd701', u'82fd701a', u'82fd701a0', u'82fd701a02', u'82fd701a02a', u'82fd701a02a8', u'82fd701a02a86']",http://www.starwoodhotels.com/pub/media/377/she377po.83371_tn.jpg,377
2,Gatineau,(819) 778-3647,Four Points by Sheraton & Conference Centre Gatineau-Ottawa,Canada,,35 Rue Laurier,fourpoints,(819) 778-6111,Quebec,J8X 4E9,"45.4296158,-75.7101767",2010-09-24T10:53:49,"[u'b', u'b0', u'b04', u'b044', u'b0448', u'b04486', u'b04486e', u'b04486e1', u'b04486e13', u'b04486e13c', u'b04486e13c8', u'b04486e13c8e', u'b04486e13c8e0']",http://www.starwoodhotels.com/pub/media/1329/fpt1329ex.79438_tn.jpg,1329
3,Frankfurt/Offenbach,(49)(69) 82999 800,Sheraton Offenbach Hotel,Germany,Berliner Strasse 111,Am Buesing Palais,sheraton,(49)(69) 82999 0,,63065,"50.107857,8.761267",2010-09-24T10:57:51,"[u'e', u'e0', u'e03', u'e03e', u'e03e2', u'e03e25', u'e03e254', u'e03e254e', u'e03e254ed', u'e03e254edf', u'e03e254edf2', u'e03e254edf28', u'e03e254edf28e']",http://www.starwoodhotels.com/pub/media/143/she143ex.35423_tn.jpg,143
4,Washington,(202) 429-9759,"The Westin Grand, Washington D.C.",United States,,2350 M Street N.W.,westin,(202) 429-0100,District of Columbia,20037,"39.218007,-76.854823",2010-09-24T11:01:52,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6bb', u'9a6bb1', u'9a6bb16', u'9a6bb169', u'9a6bb169a', u'9a6bb169a2', u'9a6bb169a22', u'9a6bb169a22b', u'9a6bb169a22b4']",http://www.starwoodhotels.com/pub/media/1013/wes1013ex.84648_tn.jpg,1013
4,Shanghai,(86)(21) 6875 6789,The St. Regis Shanghai,China,,"889 Dong Fang Road, Pudong District",stregis,(86)(21) 5050 4567,Shanghai,200122,"31.189952,121.5054338",2010-09-23T12:13:46,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b43', u'd9b436', u'd9b4369', u'd9b4369f', u'd9b4369fb', u'd9b4369fbc', u'd9b4369fbc8', u'd9b4369fbc8d', u'd9b4369fbc8d4']",http://www.starwoodhotels.com/pub/media/1365/str1365mf.85461_tn.jpg,1365
3,Tempe,(480) 968-6262,Four Points by Sheraton Tempe,United States,,1333 Rural Rd.,fourpoints,(480) 968-3451,Arizona,85281,"33.4129238,-111.9262489",2010-09-23T16:15:55,"[u'8', u'8d', u'8da', u'8daa', u'8daa9', u'8daa94', u'8daa946', u'8daa9462', u'8daa94623', u'8daa946235', u'8daa9462352', u'8daa9462352c', u'8daa9462352c4']",http://www.starwoodhotels.com/pub/media/3064/fpt3064ex.61467_tn.jpg,3064
3,Irving,(972) 717-6161,Aloft Las Colinas,United States,,122 East John Carpenter Freeway,alofthotels,(972) 717-6100,Texas,75062,"32.866555,-96.9428166",2010-09-23T14:50:12,"[u'8', u'8d', u'8de', u'8ded', u'8ded8', u'8ded8b', u'8ded8ba', u'8ded8ba8', u'8ded8ba82', u'8ded8ba823', u'8ded8ba823c', u'8ded8ba823c1', u'8ded8ba823c1b']",http://www.starwoodhotels.com/pub/media/3098/alf3098ex.77852_tn.jpg,3098
4,Taif,(966)(2) 754 4831,Le Méridien Al Hada,Saudi Arabia,PO Box 999,Al Hada Ring Road,lemeridien,(966)(2) 754 1400,,,"21.2666667,40.4166667",2010-09-23T01:04:13,"[u'c', u'c3', u'c3f', u'c3f8', u'c3f84', u'c3f84f', u'c3f84ff', u'c3f84ff9', u'c3f84ff9e', u'c3f84ff9ee', u'c3f84ff9ee2', u'c3f84ff9ee23', u'c3f84ff9ee230']",http://www.starwoodhotels.com/pub/media/1886/mer1886wn.48124_tn.jpg,1886
4,Dasman,(965) 2247 9000,Le Méridien Tower Kuwait,Kuwait,P.O. Box 27,Fahed Al-Salem Street,lemeridien,(965) 1831 831,,15451,"29.38737,47.99476",2010-09-23T09:08:37,"[u'c', u'cc', u'cc8', u'cc86', u'cc86a', u'cc86a4', u'cc86a48', u'cc86a48b', u'cc86a48b8', u'cc86a48b86', u'cc86a48b86f', u'cc86a48b86f3', u'cc86a48b86f37']",http://www.starwoodhotels.com/pub/media/1884/mer1884ex.88219_tn.jpg,1884
